part_name,total_dimension_count,linear_dimension_count,diameter_dimension_count,radius_dimension_count,angular_dimension_count,hole_fit_count,shaft_fit_count,n_dia_tol,n_lin_tol,stats_dim_tol_lin_min,stats_dim_tol_lin_max,stats_dim_tol_lin_avg,stats_dim_tol_dia_min,stats_dim_tol_dia_max,stats_dim_tol_dia_avg,surface_spec_count,stats_surface_min,stats_surface_max,stats_surface_avg,has_concentricity,has_flatness,has_parallelism,has_perpendicularity,has_position,total_tolerance_count,gtol_max_datum_refs,gtol_share_with_datum,stats_geom_tol_min,stats_geom_tol_max,stats_geom_tol_avg,Processes
CoDoc_0000011379-A,4,3,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011474-A,9,8,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011489-A,2,0,0,1,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011498-A,8,6,0,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000011533-A,7,7,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011544-A,10,8,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011566-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011571-A,9,7,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011619-A,8,6,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011677-A,8,6,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011694-A,4,3,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000011704-A,6,6,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000011760-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011771-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011888-A,1,0,1,0,0,0,0,1,0,,,,0.2,0.2,0.2,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
CoDoc_0000011912-A,4,3,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000011960-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000011986-A,10,4,3,2,1,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,2,1,0.5,0.3,0.3,0.3,"['drehen', 'bohren']"
CoDoc_0000012004-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012031-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012276-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012323-A,7,3,4,0,0,0,0,0,0,,,,,,,0,,,,0,0,1,0,0,1,1,1.0,0.1,0.1,0.1,"['bohren', 'drehen']"
CoDoc_0000012338-A,10,5,4,0,1,0,0,0,0,,,,,,,0,,,,0,0,1,0,0,1,1,1.0,0.1,0.1,0.1,"['bohren', 'drehen']"
CoDoc_0000012340-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012380-A,7,6,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012511-A,11,9,1,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012522-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012626-A,8,6,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000012752-A,8,6,0,2,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CoDoc_0000012761-A,38,28,0,5,5,1,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
CoDoc_0000012821-A,7,6,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000012854-A,7,6,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000012896-A,7,6,0,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,[]
CoDoc_0000013069-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000013319-A,8,8,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000013324-A,5,4,0,0,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000013358-A,5,3,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000013534-A,4,3,0,1,0,0,0,0,0,,,,,,,0,,,,0,1,1,1,0,3,1,0.6666666666666666,0.2,0.2,0.2,['drehen']
CoDoc_0000013810-A,7,1,4,0,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'bohren']"
CoDoc_0000013813-A,11,6,4,0,1,0,0,0,0,,,,,,,0,,,,0,0,1,0,0,1,1,1.0,0.1,0.1,0.1,"['drehen', 'bohren']"
CoDoc_0000013988-A,14,7,2,4,1,0,0,0,0,,,,,,,0,,,,0,0,1,0,0,1,1,1.0,0.1,0.1,0.1,"['drehen', 'bohren']"
CoDoc_0000016320-A,5,4,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000019886-A,7,5,1,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
CoDoc_0000020124-A,8,7,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
Einstellungsshraube,19,10,2,4,3,0,0,0,0,,,,,,,2,25.0,63.0,44.0,0,0,0,0,0,0,0,0.0,,,,"['fräsen', 'drehen']"
Fundamentbolzen,14,12,1,1,0,0,1,0,7,0.1,0.2,0.1857142857142857,,,,0,,,,1,0,1,1,0,4,1,0.75,0.1,0.2,0.15,"['drehen', 'fräsen']"
Gabelkopf_LH,20,13,2,4,1,0,0,1,0,,,,0.022,0.022,0.022,2,25.0,63.0,44.0,1,0,0,0,1,3,1,1.0,0.05,0.3,0.1833333333333333,"['drehen', 'fräsen']"
Gabelkopf,15,11,0,4,0,1,0,0,0,,,,,,,0,,,,0,0,0,1,1,2,1,1.0,0.5,0.5,0.5,"['drehen', 'fräsen']"
Gabelkopf_RH,17,12,1,4,0,1,0,0,0,,,,,,,2,25.0,63.0,44.0,1,0,0,0,1,3,1,1.0,0.05,0.3,0.1833333333333333,"['drehen', 'fräsen']"
Hinteres Rohrteil Vorbearbeitung,162,85,8,16,53,1,0,5,5,0.5,1.0,0.74,0.5,0.6,0.5599999999999999,0,,,,1,0,1,1,0,12,1,0.75,0.5,1.0,0.5416666666666666,[]
Lasche,22,18,0,2,2,0,0,0,3,0.1,0.2,0.1333333333333333,,,,1,25.0,25.0,25.0,0,0,0,0,1,2,3,1.0,0.2,0.2,0.2,['fräsen']
Messstein,11,10,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,1,1,3,1.0,0.3,0.3,0.3,['fräsen']
Platte,13,10,0,0,3,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,2,2,1.0,0.5,0.5,0.5,['fräsen']
Schockscheibe,2,1,1,0,0,0,0,0,0,,,,,,,1,25.0,25.0,25.0,0,0,0,0,0,0,0,0.0,,,,['drehen']
Schwei_buchse Kassettenst_tze kurz,7,7,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,1,1,1.0,0.2,0.2,0.2,"['drehen', 'fräsen']"
Schwei_buchse Kassettenst_tze lang,7,7,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,1,1,1.0,0.2,0.2,0.2,"['drehen', 'fräsen']"
Schwei_buchse Kassettenverriegelung,7,7,0,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,1,1,1.0,0.2,0.2,0.2,"['drehen', 'fräsen']"
Stangen-Lager,26,21,1,3,1,0,0,0,0,,,,,,,0,,,,0,0,0,0,1,2,1,0.5,0.3,0.5,0.4,['fräsen']
UGRA_OFFEN_P0-TBARD-009664_(-)_Gewindebolzen,4,2,2,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,1,0,3,1,0.3333333333333333,0.2,0.3,0.2666666666666666,['drehen']
UGRA_OFFEN_P0-TCCOD-015125_(-)_Aufnahme G 1_2,2,1,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
UGRA_OFFEN_P0-TCCOD-015587_(-)_Profil bearbeitet 2,19,18,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
UGRA_OFFEN_P0-TCCOD-015588_(-)_Profil bearbeitet 3,13,12,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
UGRA_OFFEN_P0-TCCOD-015589_(-)_Profil bearbeitet 4,6,5,1,0,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['bohren']
UGRA_OFFEN_P0-TCCOD-017255_(-)_Flansch,8,4,3,1,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,['drehen']
Verbindungsstange kurz,19,15,0,2,2,0,0,0,0,,,,,,,0,,,,0,0,0,0,0,0,0,0.0,,,,"['drehen', 'fräsen']"
Verbindungsstueck,10,7,2,0,1,0,0,0,1,0.1,0.1,0.1,,,,1,40.0,40.0,40.0,0,0,0,0,1,1,3,1.0,0.3,0.3,0.3,"['drehen', 'fräsen']"
